Time,Date,Sender_account,Receiver_account,Amount_in_GBP,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,cross_border_score,amount_score,currency_score,payment_type_score,pattern_score,total_risk_score,risk_category,priority_review_flag
41:46.0,13-05-2023,6007919429,9849362717,4899.259766,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
09:34.0,31-10-2022,5263832312,6845481008,1327.310059,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
42:33.0,27-07-2021,1059579240,8494819882,1406.73999,GBP,Dirham,UK,UAE,Wire Transfer,1,Fan-In,20,5,15,5,10,55,Medium,0
51:15.0,28-01-2023,9850942926,8575091839,4034.659912,USD,Dirham,USA,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
53:50.0,24-02-2021,3211262375,7164111454,20371.73047,USD,PAB,USA,Panama,Credit Card,1,Fan-Out,20,25,15,5,12,77,High,1
22:03.0,08-01-2023,6756603973,6655020556,1304.869995,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
17:05.0,19-07-2023,3156696866,7811728800,7373.990234,GBP,Dirham,UK,UAE,Cash Deposit,1,Fan-In,20,15,15,10,10,70,High,1
21:48.0,25-07-2021,1262036500,6066133966,1421.26001,GBP,Dirham,UK,UAE,Cash Deposit,1,Fan-Out,20,5,15,10,12,62,Medium,0
47:24.0,28-10-2023,6393143785,9273847053,2031.900024,Dirham,Dirham,UAE,UAE,Credit Card,1,Structuring,0,5,0,5,5,15,Low,0
48:02.0,18-12-2022,8816915762,9758393482,4047.199951,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
21:09.0,28-10-2023,7350692023,1524723285,13431.0498,GBP,Dirham,UK,UAE,Cross-border,1,Structuring,20,25,15,15,5,80,High,1
01:03.0,11-07-2022,4778458352,4997341474,2262,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
16:08.0,21-08-2021,2719047083,6286580031,9921.740234,GBP,Dirham,UK,UAE,Prepaid Card,1,Fan-Out,20,15,15,5,12,67,Medium,1
11:11.0,08-06-2022,1892913622,1151805831,1032.48999,EUR,PAB,Germany,Panama,Credit Card,1,Fan-In,20,5,15,5,10,55,Medium,0
44:37.0,28-04-2022,4848785151,2914571329,2059.159912,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
12:43.0,12-07-2021,6501555716,1354289787,3515.129883,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
59:00.0,23-02-2022,2889305280,3909976170,4891.620117,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
34:01.0,11-10-2023,6565385967,6826304530,21329.46094,GBP,Dirham,UK,UAE,ACH,1,Fan-In,20,25,15,5,10,75,High,1
42:44.0,18-04-2023,3872118600,7163605416,899.0999756,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,0,15,5,5,45,Medium,0
52:28.0,04-11-2021,7882834500,6171906064,22565.44922,Dirham,USD,UAE,USA,ACH,1,Structuring,20,25,15,5,5,70,High,1
38:29.0,12-08-2023,4704445676,3910783280,4089.429932,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
06:38.0,03-03-2023,8190602705,9435109574,19729.0293,SGD,GBP,Singapore,UK,Credit Card,1,Fan-In,20,25,15,5,10,75,High,1
00:25.0,09-11-2022,5453123216,8070514125,2723.580078,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
05:55.0,08-04-2022,7579427272,2059195303,2471.620117,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
56:46.0,28-01-2021,6090388788,7312325287,2072.25,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
48:25.0,11-01-2022,7192338693,2780831544,1075.920044,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
38:18.0,28-01-2021,8490847762,7076339937,6477.649902,GBP,Dirham,UK,UAE,Cheque,1,Fan-Out,20,15,15,8,12,70,High,1
03:32.0,28-02-2023,4660052761,9657366366,6918.490234,GBP,Dirham,UK,UAE,Cross-border,1,Fan-Out,20,15,15,15,12,77,High,1
24:14.0,27-11-2023,6015425828,8455334739,2833.120117,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
52:11.0,22-09-2021,6173310008,7236367959,18938.66992,GBP,Dirham,UK,UAE,Cash Deposit,1,Cross-Border_Movement,20,25,15,10,20,90,High,1
00:51.0,30-05-2021,9733323246,5339534119,2790,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
46:01.0,28-11-2022,7070293473,8539620974,2388.27002,USD,USD,USA,USA,ACH,1,Cross-Border_Movement,0,5,0,5,20,30,Low,0
39:23.0,06-09-2023,5687380033,9554370870,23986.96094,SGD,SGD,Singapore,Singapore,Cash Deposit,1,Structuring,0,25,0,10,5,40,Medium,0
06:58.0,28-10-2022,3401862303,5357154004,4759.439941,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
17:26.0,08-11-2022,8882946902,9834573291,4097.799805,EUR,KYD,Germany,Cayman Islands,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
01:42.0,31-05-2022,5240705153,3375657255,24791.86914,GBP,Dirham,UK,UAE,Cheque,1,Cross-Border_Movement,20,25,15,8,20,88,High,1
37:33.0,19-04-2023,9489709081,2174411208,14067.58008,KYD,GBP,Cayman Islands,UK,Cross-border,1,Structuring,20,25,15,15,5,80,High,1
13:32.0,05-03-2021,8502906068,1248068038,4843.629883,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
37:53.0,12-11-2023,3747834523,6249701362,1117.540039,Dirham,KYD,UAE,Cayman Islands,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
21:11.0,28-06-2021,8241440480,2670209278,2335.860107,USD,PAB,USA,Panama,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
02:13.0,28-05-2022,6543674907,2834666478,1746.599976,USD,SGD,USA,Singapore,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
16:28.0,06-03-2022,3503274093,4785329865,1622.5,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
21:02.0,05-01-2022,8682199133,4014678200,4379.27002,GBP,Dirham,UK,UAE,Cash Deposit,1,Fan-In,20,5,15,10,10,60,Medium,0
19:07.0,03-05-2022,1951811572,6225579412,3414.139893,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
42:25.0,28-01-2021,7509559477,4704868300,4081.550049,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
12:50.0,28-03-2023,1294548487,8969600302,3228.850098,SGD,PAB,Singapore,Panama,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
58:23.0,28-05-2023,7862229954,1497940360,4527.109863,EUR,SGD,Germany,Singapore,Cash Deposit,1,Cash_Deposits,20,5,15,10,5,55,Medium,0
36:06.0,10-11-2023,2881290982,7449607767,4206.720215,PAB,GBP,Panama,UK,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
41:19.0,07-08-2023,2570413237,2814900480,16262.91016,GBP,Dirham,UK,UAE,ACH,1,Fan-Out,20,25,15,5,12,77,High,1
12:17.0,15-06-2023,5130558073,9770715149,10315.98047,SGD,SGD,Singapore,Singapore,Cash Deposit,1,Fan-In,0,25,0,10,10,45,Medium,0
52:13.0,13-01-2023,9284632081,7425385771,3631.350098,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
28:16.0,28-04-2023,1456197681,5216118083,1891.599976,SGD,EUR,Singapore,Germany,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
14:58.0,03-04-2021,8860507968,5050981036,2249.810059,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
07:07.0,12-05-2023,9862546416,4134745501,23019.66016,EUR,EUR,Germany,Germany,Prepaid Card,1,Structuring,0,25,0,5,5,35,Low,0
59:14.0,28-10-2021,1582646853,1647008550,2020.119995,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
38:27.0,13-05-2023,8571211387,6532808048,2773.949951,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
48:03.0,04-12-2021,9615213777,5820882373,22363.39063,SGD,GBP,Singapore,UK,Wire Transfer,1,Fan-In,20,25,15,5,10,75,High,1
47:50.0,25-09-2022,4012787458,5733942414,17985.31055,GBP,Dirham,UK,UAE,Prepaid Card,1,Fan-Out,20,25,15,5,12,77,High,1
36:20.0,28-02-2022,2734909435,8474112484,1061.25,USD,GBP,USA,UK,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
29:16.0,13-06-2022,8873063504,5469435689,4535.27002,GBP,Dirham,UK,UAE,Cheque,1,Fan-In,20,5,15,8,10,58,Medium,0
42:39.0,28-10-2023,8089025836,9193513660,1188.199951,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
25:48.0,30-08-2022,8758523890,1838597082,16142.12012,GBP,Dirham,UK,UAE,Cheque,1,Cross-Border_Movement,20,25,15,8,20,88,High,1
40:25.0,11-07-2021,8353842159,4893974571,11744.16016,GBP,Dirham,UK,UAE,Credit Card,1,Cross-Border_Movement,20,25,15,5,20,85,High,1
51:28.0,28-08-2022,2661921430,7614865024,4222.600098,GBP,Dirham,UK,UAE,Cheque,1,Structuring,20,5,15,8,5,53,Medium,0
17:51.0,14-09-2022,7069064850,3793734125,4823.319824,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
31:47.0,02-02-2023,2268528881,1679193609,13711.83008,SGD,PAB,Singapore,Panama,ACH,1,Fan-In,20,25,15,5,10,75,High,1
09:20.0,28-08-2021,2461159784,8485146898,1815.949951,GBP,USD,UK,USA,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
53:39.0,25-04-2022,4773429808,2943971778,13014.49023,GBP,Dirham,UK,UAE,Cash Deposit,1,Cash_Deposits,20,25,15,10,5,75,High,1
00:40.0,14-07-2022,4852989707,2419306095,3654.409912,Dirham,EUR,UAE,Germany,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
58:26.0,26-01-2021,3678669241,1641726753,2829.73999,GBP,Dirham,UK,UAE,Credit Card,1,Fan-In,20,5,15,5,10,55,Medium,0
05:56.0,17-08-2021,7780259701,9230949122,1953.76001,Dirham,EUR,UAE,Germany,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
58:44.0,23-09-2023,6250363569,8879002701,4189.259766,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
19:02.0,28-08-2021,3280213944,1979621992,12031.95996,GBP,Dirham,UK,UAE,Wire Transfer,1,Structuring,20,25,15,5,5,70,High,1
06:41.0,25-01-2021,7729621392,2334584949,3095.620117,KYD,PAB,Cayman Islands,Panama,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
51:27.0,04-12-2021,7328511406,9471409688,11387.58008,SGD,KYD,Singapore,Cayman Islands,Cross-border,1,Fan-Out,20,25,15,15,12,87,High,1
19:32.0,23-03-2023,1617212942,9556178460,984.3800049,Dirham,KYD,UAE,Cayman Islands,Credit Card,1,Structuring,20,0,15,5,5,45,Medium,0
08:40.0,28-05-2022,5403382034,6366681877,1496.150024,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
11:32.0,28-01-2023,7190683193,7325692761,2671.27002,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
08:34.0,29-04-2023,6580142093,2918759935,6020.450195,Dirham,GBP,UAE,UK,Cheque,1,Fan-Out,20,15,15,8,12,70,High,1
53:52.0,01-12-2021,1814249351,5880217279,2199.5,GBP,Dirham,UK,UAE,Cash Deposit,1,Cross-Border_Movement,20,5,15,10,20,70,High,0
45:57.0,28-05-2021,1944324717,1523046293,21247.58984,GBP,KYD,UK,Cayman Islands,Cheque,1,Fan-Out,20,25,15,8,12,80,High,1
55:38.0,17-08-2022,7276496898,1879358857,24548.61914,GBP,Dirham,UK,UAE,Prepaid Card,1,Cross-Border_Movement,20,25,15,5,20,85,High,1
07:43.0,28-07-2022,9105307684,9301471211,4131.200195,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
01:05.0,09-02-2021,4205384349,2299419063,21490.83984,GBP,Dirham,UK,UAE,Cross-border,1,Cash_Deposits,20,25,15,15,5,80,High,1
34:44.0,07-07-2022,8374206139,3692510265,1816.300049,USD,USD,USA,USA,Credit Card,1,Structuring,0,5,0,5,5,15,Low,0
32:25.0,25-03-2021,1561926886,3537309627,4834.629883,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
58:14.0,28-03-2023,4950618545,1920782198,1627.089966,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
20:16.0,28-05-2023,5354152259,2934749415,23834.32031,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,25,15,5,5,70,High,1
25:35.0,21-12-2022,8982208169,2098817227,4978.240234,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
55:48.0,03-07-2022,9605962661,9448111041,18081.34961,GBP,Dirham,UK,UAE,ACH,1,Structuring,20,25,15,5,5,70,High,1
07:55.0,09-10-2021,1545714643,4985434551,24547.44922,USD,PAB,USA,Panama,Wire Transfer,1,Fan-Out,20,25,15,5,12,77,High,1
50:16.0,28-11-2022,1884722336,4652816122,3192.070068,EUR,SGD,Germany,Singapore,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
53:27.0,28-06-2023,9161013180,9446578647,1890.079956,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
14:06.0,28-10-2021,3415582507,7154675273,11487.90039,GBP,Dirham,UK,UAE,ACH,1,Fan-In,20,25,15,5,10,75,High,1
24:47.0,01-01-2022,3930066813,4038777992,15245.45996,GBP,Dirham,UK,UAE,ACH,1,Cross-Border_Movement,20,25,15,5,20,85,High,1
33:06.0,10-05-2021,8415739509,7783403500,2753.959961,EUR,SGD,Germany,Singapore,Credit Card,1,Cash_Deposits,20,5,15,5,5,50,Medium,0
16:10.0,24-04-2021,4241435535,4957366035,15936.24023,GBP,Dirham,UK,UAE,ACH,1,Cross-Border_Movement,20,25,15,5,20,85,High,1
31:11.0,30-01-2023,7409684195,7391409612,4920.950195,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
04:13.0,28-04-2022,9903354453,2486256264,5562.580078,USD,GBP,USA,UK,Credit Card,1,Structuring,20,15,15,5,5,60,Medium,1
11:27.0,03-02-2023,1824584800,9645709306,4128.899902,SGD,PAB,Singapore,Panama,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
02:06.0,28-04-2021,6730827615,5295923372,22789.57031,GBP,Dirham,UK,UAE,Cross-border,1,Cash_Deposits,20,25,15,15,5,80,High,1
10:48.0,28-04-2021,1373794889,2691272364,23648.83984,PAB,SGD,Panama,Singapore,Prepaid Card,1,Cash_Deposits,20,25,15,5,5,70,High,1
45:38.0,29-01-2021,5104786472,9185074645,24043.25,GBP,Dirham,UK,UAE,Cash Deposit,1,Cross-Border_Movement,20,25,15,10,20,90,High,1
36:24.0,19-12-2022,6957568438,9746997757,2990.129883,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
48:12.0,28-12-2022,1744966475,8724235153,4904.689941,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
17:58.0,19-07-2022,3014221360,6858490332,3980.699951,PAB,USD,Panama,USA,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
31:29.0,28-01-2021,3656765787,3143779262,1479.02002,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
26:00.0,30-06-2023,6756680893,1269880804,12445.59961,USD,KYD,USA,Cayman Islands,Cross-border,1,Fan-Out,20,25,15,15,12,87,High,1
32:24.0,14-01-2023,8968855719,6470957929,3816.98999,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
25:53.0,05-02-2023,8479327214,5631292306,6936.169922,GBP,Dirham,UK,UAE,Credit Card,1,Fan-Out,20,15,15,5,12,67,Medium,1
28:58.0,28-01-2022,3782170213,5852060811,3490.580078,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
10:38.0,28-10-2023,7919799704,7973925109,3599.719971,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
52:22.0,11-03-2022,5045210698,5326283536,1483.339966,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
23:59.0,18-09-2022,3607743395,6358721830,3173.360107,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
02:44.0,06-03-2022,5420275358,6245920155,19519.05078,GBP,Dirham,UK,UAE,Cheque,1,Fan-In,20,25,15,8,10,78,High,1
46:56.0,28-08-2022,4601033851,2349590697,12973.5,GBP,Dirham,UK,UAE,ACH,1,Cross-Border_Movement,20,25,15,5,20,85,High,1
14:55.0,08-04-2023,7792172515,1884657854,850.8300171,PAB,PAB,Panama,Panama,Credit Card,1,Structuring,0,0,0,5,5,10,Low,0
44:50.0,05-09-2022,4202185824,2063605846,837.960022,Dirham,PAB,UAE,Panama,Credit Card,1,Structuring,20,0,15,5,5,45,Medium,0
39:30.0,28-02-2022,4361067828,4503475621,2299.52002,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
31:27.0,11-03-2021,3290591621,7856161487,4690.02002,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
37:56.0,18-12-2022,8017321885,4584265310,1760.439941,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
20:28.0,15-10-2023,3534211575,8967220200,16224.73047,GBP,Dirham,UK,UAE,Cheque,1,Fan-Out,20,25,15,8,12,80,High,1
11:48.0,28-12-2022,7315196169,3020547090,6329.819824,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,15,15,5,5,60,Medium,1
07:10.0,28-07-2023,4961851880,4705248398,2151.01001,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
16:23.0,19-07-2023,3886955525,5149075560,4361.779785,Dirham,PAB,UAE,Panama,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
00:21.0,14-12-2023,5205680331,9782650228,18492.66992,PAB,SGD,Panama,Singapore,Cash Deposit,1,Fan-In,20,25,15,10,10,80,High,1
17:02.0,28-02-2023,3266498467,6589430553,1200.680054,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
51:00.0,28-12-2021,2986165272,9014705832,11288.84961,GBP,Dirham,UK,UAE,Cash Deposit,1,Cash_Deposits,20,25,15,10,5,75,High,1
39:08.0,28-01-2023,3638566461,1812359620,1700.069946,USD,SGD,USA,Singapore,ACH,1,Cross-Border_Movement,20,5,15,5,20,65,Medium,0
16:15.0,09-05-2021,8853904311,9367306390,12541.36035,GBP,USD,UK,USA,Wire Transfer,1,Cash_Deposits,20,25,15,5,5,70,High,1
37:13.0,28-02-2021,5439597404,6891589490,16898.41992,GBP,Dirham,UK,UAE,Cheque,1,Fan-Out,20,25,15,8,12,80,High,1
39:49.0,28-03-2021,1682700754,3787320438,3844.060059,USD,USD,USA,USA,Cross-border,1,Cross-Border_Movement,0,5,0,15,20,40,Medium,0
01:38.0,14-09-2021,9436719452,6809476815,2013.319946,Dirham,GBP,UAE,UK,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
07:51.0,28-07-2022,4454487559,8226786404,2470.909912,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
55:40.0,05-08-2023,9991161849,2401696707,4662.029785,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
34:08.0,28-12-2023,4902259654,4755890043,4971.669922,GBP,USD,UK,USA,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
58:22.0,07-04-2022,8339311247,7512052178,2077.870117,GBP,Dirham,UK,UAE,Wire Transfer,1,Cross-Border_Movement,20,5,15,5,20,65,Medium,0
37:51.0,28-03-2023,5940762586,8215154708,19264.18945,GBP,Dirham,UK,UAE,Cheque,1,Fan-In,20,25,15,8,10,78,High,1
31:09.0,28-11-2023,5108948850,7461534684,2361.23999,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
43:26.0,01-04-2023,5635411318,9183045296,2448.320068,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
07:36.0,20-10-2022,7960319246,8924068862,3967.909912,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
43:51.0,28-06-2022,4175917932,8925532155,4657.390137,USD,USD,USA,USA,Credit Card,1,Structuring,0,5,0,5,5,15,Low,0
26:45.0,28-03-2022,5409909998,9290493116,4793.899902,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
49:59.0,23-11-2021,3193781858,4688530312,14850.94043,GBP,Dirham,UK,UAE,Credit Card,1,Fan-Out,20,25,15,5,12,77,High,1
49:21.0,12-04-2022,8887124537,7990426116,9570.910156,KYD,KYD,Cayman Islands,Cayman Islands,ACH,1,Cash_Deposits,0,15,0,5,5,25,Low,0
45:07.0,28-07-2021,4485023841,1165517230,19901.17969,GBP,Dirham,UK,UAE,Prepaid Card,1,Cash_Deposits,20,25,15,5,5,70,High,1
38:18.0,01-05-2023,8461267000,4833737082,1854.209961,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
21:50.0,18-10-2022,3098430604,5956555531,3169.110107,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
59:10.0,01-12-2022,5384395326,2293325642,2306.030029,SGD,Dirham,Singapore,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
25:23.0,03-11-2021,9340456270,8804109561,3557.850098,EUR,EUR,Germany,Germany,Credit Card,1,Structuring,0,5,0,5,5,15,Low,0
58:59.0,17-09-2023,5534979362,6860641896,6769.569824,GBP,Dirham,UK,UAE,Cheque,1,Cash_Deposits,20,15,15,8,5,63,Medium,1
21:56.0,19-07-2022,4442073207,5115520448,5598.22998,GBP,Dirham,UK,UAE,Credit Card,1,Fan-Out,20,15,15,5,12,67,Medium,1
50:59.0,20-10-2023,8577567174,9821727608,23037.74023,USD,KYD,USA,Cayman Islands,Cheque,1,Structuring,20,25,15,8,5,73,High,1
32:26.0,28-03-2021,3034308511,1681506405,3443.290039,GBP,Dirham,UK,UAE,Wire Transfer,1,Fan-Out,20,5,15,5,12,57,Medium,0
35:24.0,13-03-2021,5146905025,4738083832,2925.02002,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
56:33.0,26-02-2023,1377936072,6877893955,6300.470215,USD,Dirham,USA,UAE,Cash Deposit,1,Fan-In,20,15,15,10,10,70,High,1
13:11.0,28-03-2021,1208252665,7745950161,1934.319946,GBP,Dirham,UK,UAE,ACH,1,Fan-In,20,5,15,5,10,55,Medium,0
56:15.0,25-04-2023,5089069686,3641139705,951.2800293,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,0,15,5,5,45,Medium,0
33:06.0,03-10-2022,7151582525,9083000382,5205.319824,SGD,Dirham,Singapore,UAE,Wire Transfer,1,Fan-Out,20,15,15,5,12,67,Medium,1
44:05.0,28-10-2021,7163126913,7359706904,21802.49023,GBP,Dirham,UK,UAE,Cheque,1,Cash_Deposits,20,25,15,8,5,73,High,1
16:29.0,05-10-2023,4285580428,8566123736,1986.410034,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
38:50.0,09-10-2023,9989041722,7332377394,23811.01953,KYD,KYD,Cayman Islands,Cayman Islands,ACH,1,Cash_Deposits,0,25,0,5,5,35,Low,0
28:42.0,18-05-2021,9374639009,3619328497,14958.94043,USD,USD,USA,USA,ACH,1,Fan-In,0,25,0,5,10,40,Medium,0
21:51.0,11-11-2022,3807166937,2198934726,11478.74023,EUR,PAB,Germany,Panama,Wire Transfer,1,Fan-In,20,25,15,5,10,75,High,1
36:51.0,28-08-2022,6972035484,4854193895,3236.370117,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
36:50.0,28-08-2021,6438672758,7700943294,13400.75977,GBP,Dirham,UK,UAE,ACH,1,Cross-Border_Movement,20,25,15,5,20,85,High,1
31:45.0,17-05-2023,4059299016,7071682436,19210.63086,EUR,USD,Germany,USA,Cross-border,1,Structuring,20,25,15,15,5,80,High,1
59:16.0,28-05-2022,9115225974,9507891636,1986.47998,PAB,USD,Panama,USA,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
03:56.0,02-07-2022,8510226632,8093819410,2282.810059,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
13:26.0,28-12-2021,6873990776,5756121843,22458.25977,KYD,Dirham,Cayman Islands,UAE,Prepaid Card,1,Cash_Deposits,20,25,15,5,5,70,High,1
03:18.0,28-08-2021,7197967737,2583376894,4775.120117,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
05:36.0,31-03-2023,6756679642,1435001664,22421.40039,GBP,Dirham,UK,UAE,Wire Transfer,1,Cash_Deposits,20,25,15,5,5,70,High,1
05:40.0,13-02-2022,4918904679,4577517352,11066.75,USD,SGD,USA,Singapore,Cross-border,1,Cross-Border_Movement,20,25,15,15,20,95,High,1
13:11.0,01-02-2023,2198936710,1889948390,4077.540039,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
47:51.0,25-02-2023,9922452002,8831760826,2800.610107,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
05:33.0,20-02-2022,7040567414,5384859239,12940.95996,PAB,GBP,Panama,UK,Cheque,1,Structuring,20,25,15,8,5,73,High,1
06:07.0,28-03-2022,5487155146,9616731255,5912.319824,GBP,Dirham,UK,UAE,Credit Card,1,Cash_Deposits,20,15,15,5,5,60,Medium,1
02:27.0,28-04-2021,5202015428,5761980389,3282.75,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
59:12.0,28-12-2022,4583603937,5482774002,5467.259766,GBP,Dirham,UK,UAE,Cross-border,1,Cash_Deposits,20,15,15,15,5,70,High,1
05:11.0,05-10-2022,6804175940,4676035700,2192.570068,GBP,Dirham,UK,UAE,Credit Card,1,Structuring,20,5,15,5,5,50,Medium,0
